date,open,high,low,close,volume
2023-07-17,9.04,9.79,8.995,9.475,541824
2023-07-18,9.555,9.735,9.435,9.56,293868
2023-07-19,9.72,10.125,9.65,9.85,535893
2023-07-20,9.62,9.985,9.37,9.565,481378
2023-07-21,9.645,9.69,9.27,9.435,339020
2023-07-24,9.4,9.55,9.295,9.45,180971
2023-07-25,9.4,9.775,9.315,9.32,342864
2023-07-26,9.265,9.54,9.21,9.52,523782
2023-07-27,9.705,9.725,8.94,9.1,532645
2023-07-28,9.355,9.59,9.16,9.535,736097
2023-07-31,10.38,11.69,10.3,11.44,2487570
2023-08-01,11.06,11.1,10.31,10.345,1152634
2023-08-02,10.105,10.255,9.72,10.07,1258145
2023-08-03,9.91,10.16,9.86,10.05,283514
2023-08-04,10.025,10.095,9.475,9.51,483077
2023-08-07,9.49,9.56,9.16,9.4,373470
2023-08-08,9.06,9.45,9.02,9.315,198381
2023-08-09,9.23,9.24,8.8,8.985,556833
2023-08-10,9.08,9.235,8.72,8.72,515310
2023-08-11,8.505,8.7,8.43,8.65,340268
2023-08-14,8.515,8.71,8.36,8.67,234050
2023-08-15,8.56,8.575,8.34,8.37,272117
2023-08-16,8.225,8.425,8.225,8.265,251355
2023-08-17,8.37,8.4,8.08,8.115,392269
2023-08-18,7.93,8.29,7.9,8.215,197716
2023-08-21,8.25,8.33,8.085,8.28,203228
2023-08-22,8.425,8.455,8.115,8.14,325925
2023-08-23,8.09,8.47,8.08,8.435,208169
2023-08-24,8.46,8.46,8.08,8.13,244680
2023-08-25,8.125,8.425,8.06,8.3,243430
2023-08-28,8.34,8.41,8.17,8.24,141009
2023-08-29,8.185,8.575,8.165,8.45,234287
2023-08-30,8.43,8.775,8.365,8.735,294545
2023-08-31,8.805,8.87,8.525,8.655,382243
2023-09-01,8.78,8.92,8.74,8.79,157413
2023-09-05,8.765,8.87,8.625,8.755,210823
2023-09-06,8.725,8.8,8.43,8.545,347875
2023-09-07,8.37,8.58,8.22,8.57,231873
2023-09-08,8.6,8.665,8.45,8.56,171492
2023-09-11,8.68,8.92,8.66,8.9,224399
2023-09-12,8.865,9.18,8.84,9.005,273882
2023-09-13,9,9.075,8.77,8.795,173394
2023-09-14,8.93,9.175,8.87,9.05,260317
2023-09-15,9.015,9.14,8.88,9.065,384995
2023-09-18,9.045,9.045,8.64,8.675,202121
2023-09-19,8.66,8.865,8.54,8.62,389329
2023-09-20,8.68,8.785,8.31,8.315,278893
2023-09-21,8.1,8.15,7.915,7.96,781576
2023-09-22,8.03,8.045,7.44,7.555,727023
2023-09-25,7.45,7.65,7.4,7.505,371303
2023-09-26,7.39,7.59,7.38,7.405,321268
2023-09-27,7.53,7.65,7.39,7.605,433578
2023-09-28,7.605,7.84,7.535,7.775,343300
2023-09-29,7.915,8.3,7.915,7.995,522495
2023-10-02,8.05,8.155,7.8,7.835,308493
2023-10-03,7.67,7.735,7.185,7.285,877073
2023-10-04,7.4,7.485,7.14,7.48,310417
2023-10-05,7.43,7.705,7.3,7.66,178172
2023-10-06,7.565,8.025,7.565,7.98,303321
2023-10-09,7.78,8.195,7.78,8.175,267101
2023-10-10,8.245,8.53,8.23,8.365,361334
2023-10-11,8.47,8.72,8.47,8.585,320710
2023-10-12,8.635,8.655,8.28,8.385,359719
2023-10-13,8.43,8.46,8.07,8.115,372098
2023-10-16,8.22,8.345,8.09,8.23,276325
2023-10-17,8.17,8.355,8.095,8.245,264956
2023-10-18,8.15,8.24,7.69,7.765,276201
2023-10-19,7.735,7.97,7.6,7.625,368896
2023-10-20,7.555,7.67,7.32,7.365,472577
2023-10-23,7.275,7.49,6.97,7.255,313938
2023-10-24,7.4,7.565,7.26,7.37,476040
2023-10-25,7.25,7.25,7.02,7.085,860701
